first_event_date,SOURCEURL,title,description,content,avg_goldstein_score,min_goldstein_score,max_goldstein_score,goldstein_score_std,event_count,actor1_names,actor2_names,actor1_countries,actor2_countries,event_locations,last_event_date,event_descriptions,date_span_days,keywords,author,site_name,image,favicon,canonical_url,language,content_type,status_code,error,llm_result
2025-10-28,https://cocorioko.net/sierra-leone-strengthens-global-fisheries-ties-at-2025-global-fishery-forum-in-russia/,Sierra Leone Strengthens Global Fisheries Ties at 2025 Global Fishery Forum in Russia – Cocorioko,,Sierra Leone Strengthens Global Fisheries Ties at 2025 Global Fishery Forum in Russia – Cocorioko,1.0,1.0,1.0,0.0,1,,RUSSIAN,,RUS,SL,2025-10-28,"['Consult, not specified below']",0,,,,,,https://cocorioko.net/sierra-leone-strengthens-global-fisheries-ties-at-2025-global-fishery-forum-in-russia/,en-US,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-28,"http://www.theseanation.gr/news-in-english/64464-the-global-sanctioned-fleet-now-totals-1,387-vessels,-dominated-by-1,004-tankers.html","The global sanctioned fleet now totals 1,387 vessels, dominated by 1,004 tankers - www.TheSeaNation.gr","tankers,","The global sanctioned fleet now totals 1,387 vessels, dominated by 1,004 tankers - www.TheSeaNation.gr tankers,",1.9,1.9,1.9,0.0,1,TANKER,RUSSIA,,RUS,SL,2025-10-28,['Make a visit'],0,"Xclusiv Shipbrokers Inc., latest Weekly S&P Report, market commentary, global sanctioned fleet, containers and bulkers",,www.TheSeaNation.gr,https://www.theseanation.gr/images/PHOTOS/FORTIA/0Tanker_deck.jpg,http://www.theseanation.gr/plugins/system/jat3/jat3/base-themes/default/images/favicon.ico,,el-gr,text/html; charset=utf-8,200.0,,IRRELEVANT
2025-10-28,https://www.upstreamonline.com/energy-security/suez-canal-blocked-after-sanctioned-tanker-carrying-russian-oil-grounded-in-key-waterway/2-1-1892448,Suez Canal blocked after sanctioned tanker carrying Russian oil grounded in key waterway | Upstream,Twenty ships still held back after incident,Suez Canal blocked after sanctioned tanker carrying Russian oil grounded in key waterway | Upstream Twenty ships still held back after incident,1.9,1.9,1.9,0.0,1,CHINA,MURMANSK,CHN,RUS,DJ,2025-10-28,['Make a visit'],0,,,upstreamonline.com,https://media.dngroup.com/image/eyJ3IjoxMjAwLCJmIjoid2VicCIsImsiOiI5MTVhZmQ4ODRmMWEyNDFlNWM1YzEzMWM1OGI4YWQzOSIsImNyb3AiOlswLDI0OCwyNDAwLDEyMDBdLCJyIjoyLCJvIjoiZ2xvYmFsIn0,https://stc.dngroup.com/cpp/upstream/icons/favicon.ico,,en,text/html;charset=utf-8,200.0,,ECON
2025-10-28,https://allafrica.com/stories/202510280015.html,,,,3.4,3.4,3.4,0.0,1,NAMIBIA,RUSSIAN,NAM,RUS,WA,2025-10-28,['Praise or endorse'],0,,,,,,,,,,"Request error: HTTPSConnectionPool(host='allafrica.com', port=443): Max retries exceeded with url: /stories/202510280015.html (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x10aafc050>: Failed to establish a new connection: [Errno 61] Connection refused'))",IRRELEVANT
2025-10-28,https://tass.com/world/2036409,"Ethiopia asks Russia, EU, US, China to mediate settlement of its dispute with Eritrea -  World - TASS","Prime Minister Abiy Ahmed emphasized that Ethiopia ""has no desire"" to go to war with Eritrea and expressed confidence that the dispute can be settled peacefully","Ethiopia asks Russia, EU, US, China to mediate settlement of its dispute with Eritrea -  World - TASS Prime Minister Abiy Ahmed emphasized that Ethiopia ""has no desire"" to go to war with Eritrea and expressed confidence that the dispute can be settled peacefully",3.0,3.0,3.0,0.0,1,ETHIOPIA,RUSSIA,ETH,RUS,ET,2025-10-28,"['Appeal, not specified below']",0,,,TASS,https://tass.com/img/blocks/common/tass_logo_share_eng.png,,,,text/html; charset=utf-8,200.0,,DIP
2025-10-28,https://www.cnbcafrica.com/media/7761651251861/investors-assess-russia-sanctions-as-opec-eyes-output-increase,Investors assess Russia sanctions as OPEC+ eyes output increase - CNBC Africa,"As oil prices continue their third day or declines, investors are weighing the effect of U.S sanctions on 2 of Russia's biggest oil companies. Meanwhile the Organization of the Petroleum Exporting Countries and allies will meet on Sunday with the possibility of another modest increase in oil output for December. U.S. President Donald Trump and his Chinese counterpart Xi Jinping are also due to meet on Thursday with the market expecting sentiments that will ease jitters around a trade war.","Investors assess Russia sanctions as OPEC+ eyes output increase - CNBC Africa As oil prices continue their third day or declines, investors are weighing the effect of U.S sanctions on 2 of Russia's biggest oil companies. Meanwhile the Organization of the Petroleum Exporting Countries and allies will meet on Sunday with the possibility of another modest increase in oil output for December. U.S. President Donald Trump and his Chinese counterpart Xi Jinping are also due to meet on Thursday with the market expecting sentiments that will ease jitters around a trade war.",0.0,0.0,0.0,0.0,1,INVESTOR,RUSSIA,,RUS,NI,2025-10-28,"['Make statement, not specified below']",0,"Power Lunch, Africa, PLWA, Nigeria, West Africa, Executive, Reuters, naira, OPEC+, Organization of the Petroleum Exporting Countries, Shoreline Group, Kola Karim, Dangote refinery",,CNBC Africa,https://videocdn.cnbc.africa/metadata/7761651251861-poster.0000013.jpg,https://www.cnbcafrica.com/favicon.ico,https://www.cnbcafrica.com/media/7761651251861/investors-assess-russia-sanctions-as-opec-eyes-output-increase,en,text/html; charset=utf-8,200.0,,ECON
2025-10-28,https://freerepublic.com/tag/*/index?more=4349035,Latest Articles,,Latest Articles,3.5,3.5,3.5,0.0,1,MOSCOW,MANAGUA,RUS,NIC,EG,2025-10-28,"['Engage in diplomatic cooperation, not specified below']",0,,,,,https://freerepublic.com/l/favicon.ico,,en,text/html; charset=utf-8,200.0,,IRRELEVANT
2025-10-28,https://www.hellenicshippingnews.com/top-7-geopolitical-disruptions-in-q3-2025/,Top 7 Geopolitical Disruptions in Q3 2025  | Hellenic Shipping News Worldwide,,Top 7 Geopolitical Disruptions in Q3 2025  | Hellenic Shipping News Worldwide,-8.0,-8.0,-8.0,0.0,1,REGULATOR,RUSSIAN,,RUS,DJ,2025-10-28,"['Impose embargo, boycott, or sanctions']",0,,,,,https://www.hellenicshippingnews.com/wp-content/uploads/2014/04/favicon.ico,https://www.hellenicshippingnews.com/top-7-geopolitical-disruptions-in-q3-2025/,en-US,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-27,https://www.the-star.co.ke/news/2025-10-27-kenya-moves-to-free-citizens-caught-in-russia-ukraine-war,Mudavadi: We've engaged Moscow to secure release of Kenyans trapped in Russia-Ukraine war,"To curb further exploitation, Kenya has directed immigration and security agencies to tighten vigilance at border points","Mudavadi: We've engaged Moscow to secure release of Kenyans trapped in Russia-Ukraine war To curb further exploitation, Kenya has directed immigration and security agencies to tighten vigilance at border points",4.675,1.9,7.0,2.709704781,4,KENYA | RUSSIA | MOSCOW,RUSSIA | KENYA | KENYAN,KEN | RUS,RUS | KEN,KE,2025-10-27,"['Make a visit', 'Return, release, not specified below', 'Host a visit']",0,"russia,kenya,ukraine,war,reports,star news,the star newspaper,star news Kenya,the star",,The Star,https://cdn.radioafrica.digital/image/2025/10/df55ee2a-3485-43d7-8ea3-3cdc6db9e9c4.jpg?1762688262392,https://www.the-star.co.ke/favicon.ico,https://www.the-star.co.ke/news/2025-10-27-kenya-moves-to-free-citizens-caught-in-russia-ukraine-war,en,text/html; charset=utf-8,200.0,,DIP
2025-10-27,https://citizen.digital/article/kenya-engages-russia-to-free-citizens-trapped-in-military-operations-n372026,Kenya engages Russia to free citizens trapped in military operations,The latest development comes amid growing concern about Kenyans being duped into joining the Russia-Ukraine conflict under false pretences.,Kenya engages Russia to free citizens trapped in military operations The latest development comes amid growing concern about Kenyans being duped into joining the Russia-Ukraine conflict under false pretences.,-3.0,-5.0,3.0,4.0,4,KENYAN | RUSSIA | MOSCOW,RUSSIA | KENYA | NAIROBI,KEN | RUS,RUS | KEN,KE,2025-10-27,"['Demand, not specified below', 'Appeal, not specified below']",0,"Citizen Digital, Citizen News",,Citizen Digital,https://assets.citizen.digital/160856/conversions/images-%2817%29-og_image.webp,https://citizen.digital/favicon-16x16.png,https://www.citizen.digital/news/kenya-engages-russia-to-free-citizens-trapped-in-military-operations-n372026,en-KE,text/html; charset=utf-8,200.0,,DIP
2025-10-27,https://www.myjoyonline.com/npp-russia-leadership-meets-envoy-jehu-appiah-in-moscow-to-forge-diaspora-economic-bridge/,NPP Russia leadership meets envoy Jehu-Appiah in Moscow to forge diaspora economic bridge - MyJoyOnline,"A delegation from the New Patriotic Party (NPP) Russia Branch paid a courtesy visit to Ghana’s Ambassador to the Russian Federation, H.E. Dr. Koma Steem Jehu-Appiah, at the Ghanaian Embassy in Moscow on Monday, October 27, 2025.","NPP Russia leadership meets envoy Jehu-Appiah in Moscow to forge diaspora economic bridge - MyJoyOnline A delegation from the New Patriotic Party (NPP) Russia Branch paid a courtesy visit to Ghana’s Ambassador to the Russian Federation, H.E. Dr. Koma Steem Jehu-Appiah, at the Ghanaian Embassy in Moscow on Monday, October 27, 2025.",3.6,1.0,6.4,2.705549852,3,GHANA | RUSSIA,RUSSIA | GHANA,GHA | RUS,RUS | GHA,GH,2025-10-27,"['Cooperate economically', 'Praise or endorse', 'Consult, not specified below']",0,,,MyJoyOnline,https://www.myjoyonline.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-27-at-11.39.06_af345d19.jpg,https://www.myjoyonline.com/wp-content/uploads/2020/03/cropped-cropped-myjoyonline-logo-2-1-32x32.png,https://www.myjoyonline.com/npp-russia-leadership-meets-envoy-jehu-appiah-in-moscow-to-forge-diaspora-economic-bridge/,en-US,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-27,https://www.mirror.co.uk/3am/celebrity-news/liam-neeson-blasts-aid-cuts-36136269,Liam Neeson blasts aid cuts to South Sudan as 2.3 million children face starvation - The Mirror,"Liam Neeson, who visited South Sudan as a UNICEF Goodwill Ambassador, has hit out at aid cuts to the war-torn country which risks leaving millions of children to starve","Liam Neeson blasts aid cuts to South Sudan as 2.3 million children face starvation - The Mirror Liam Neeson, who visited South Sudan as a UNICEF Goodwill Ambassador, has hit out at aid cuts to the war-torn country which risks leaving millions of children to starve",-10.0,-10.0,-10.0,0.0,3,RUSSIAN,WORKER,RUS,,SU,2025-10-27,"['Use conventional military force, not specified below']",0,"Liam Neeson, Unicef, Social workers",John Kelly,Daily Mirror,https://i2-prod.mirror.co.uk/article36136358.ece/ALTERNATES/s1200/1_Liam-Neeson-visits-South-Sudan.jpg,https://www.mirror.co.uk/nav-web-static/release-v40-e8de9592cc7015dd8ecd7d16ed8d411c1e3dd36b/public/assets/mirror/favicon.ico,https://www.mirror.co.uk/3am/celebrity-news/liam-neeson-blasts-aid-cuts-36136269,en,text/html; charset=utf-8,200.0,,IRRELEVANT
2025-10-27,https://www.thesouthafrican.com/western-cape/cape-town/story-lichtenstein-castle-hout-bay/,The story of Lichtenstein Castle of Hout Bay,"The seaside suburb of Hout Bay is home to Lichtenstein Castle, a landmark both fantastical and foreboding.","The story of Lichtenstein Castle of Hout Bay The seaside suburb of Hout Bay is home to Lichtenstein Castle, a landmark both fantastical and foreboding.",6.0,6.0,6.0,0.0,2,AFRICA,RUSSIAN,AFR,RUS,SF,2025-10-27,"['Engage in material cooperation, not specified below']",0,,Nereesha Patel,The South African,https://www.thesouthafrican.com/wp-content/uploads/2025/10/feature-lichtenstein-castle.jpg.optimal.jpg,https://www.thesouthafrican.com/wp-content/uploads/2024/08/cropped-TSA-Logos-TSA-320px-x-320px-02-1-1-32x32.png,https://www.thesouthafrican.com/western-cape/cape-town/story-lichtenstein-castle-hout-bay/,en-ZA,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-27,https://www.yahoo.com/news/articles/david-lammy-worst-person-worst-121316309.html,David Lammy is the worst person at the worst time to be Justice Secretary,You can imagine the scene in the Ministry of Justice when David Lammy was informed of the escape of Hadush Kebatu: the Ethiopian national convicted of sexual assault shortly after he arrived in Britain aboard a small boat from France.,David Lammy is the worst person at the worst time to be Justice Secretary You can imagine the scene in the Ministry of Justice when David Lammy was informed of the escape of Hadush Kebatu: the Ethiopian national convicted of sexual assault shortly after he arrived in Britain aboard a small boat from France.,2.35,1.9,2.8,0.6363961031,2,THE UN | RUSSIA,RUSSIA | THE UN,RUS,RUS,ET,2025-10-27,"['Host a visit', 'Make a visit']",0,"David Lammy, Ministry of Justice, foreign secretary, Deputy Prime Minister, Gerald Kaufman, Sir Thomas Dugdale, Lord Carrington, Secretary of State for Justice",,Yahoo News,https://s.yimg.com/ny/api/res/1.2/GI3R0ahpQZi1HJpe89Iijw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03NTA7Y2Y9d2VicA--/https://media.zenfs.com/en/the_telegraph_258/f9acc2dc3931cbce646b1ac473b51a73,https://www.yahoo.com/favicon.ico,https://www.telegraph.co.uk/news/2025/10/27/david-lammy-is-not-suited-to-be-justice-secretary/,en-US,text/html; charset=utf-8,200.0,,IRRELEVANT
2025-10-27,https://www.moroccoworldnews.com/2025/10/265395/russian-academic-frames-western-sahara-as-core-to-moroccan-foreign-policy-identity/,Russian Academic Frames Western Sahara as Core to Moroccan Foreign Policy Identity,"A new Russian academic study positions Western Sahara as the cornerstone and compass of Morocco's foreign policy identity, arguing that the North African country’s defense of its territorial integrity is central to its national identity formation and diplomatic strategy.","Russian Academic Frames Western Sahara as Core to Moroccan Foreign Policy Identity A new Russian academic study positions Western Sahara as the cornerstone and compass of Morocco's foreign policy identity, arguing that the North African country’s defense of its territorial integrity is central to its national identity formation and diplomatic strategy.",0.0,0.0,0.0,0.0,2,RUSSIA,WESTERN SAHARA,RUS,MAR,MO,2025-10-27,"['Consider policy option', 'Make statement, not specified below']",0,,Adil Faouzi,Morocco World News,https://www.moroccoworldnews.com/wp-content/uploads/2025/10/Russian-Academic-Frames-Western-Sahara-as-Core-to-Moroccan-Foreign-Policy-Identity.png,https://www.moroccoworldnews.com/wp-content/uploads/2025/02/cropped-favicon3-32x32.png,https://www.moroccoworldnews.com/2025/10/265395/russian-academic-frames-western-sahara-as-core-to-moroccan-foreign-policy-identity/,en-US,text/html; charset=UTF-8,200.0,,INFO
2025-10-27,https://www.ecofinagency.com/news-industry/2710-49879-mali-shuts-schools-amid-fuel-crisis-and-security-threats,Mali Shuts Schools Amid Fuel Crisis and Security Threats - Ecofin Agency,"The government suspended all schools and universities until 9 November due to transport disruptions.&nbsp;
Fuel shortages stem from repeated","Mali Shuts Schools Amid Fuel Crisis and Security Threats - Ecofin Agency The government suspended all schools and universities until 9 November due to transport disruptions.&nbsp;
Fuel shortages stem from repeated",5.2,5.2,5.2,0.0,2,MALI,RUSSIAN,MLI,RUS,ML,2025-10-27,"['Express intent to provide matyerial aid, not specified below']",0,"school, fuel, crisis, attacks, november, schools, 000, gas",Ecofin Agency,Ecofin Agency,https://www.ecofinagency.com/media/k2/items/cache/c727ba7cb8f52f7791d8bd6327bd42ed_XL.jpg,https://www.ecofinagency.com/templates/shaper_newskit/images/favicon.ico,,en-gb,text/html; charset=utf-8,200.0,,IRRELEVANT
2025-10-27,https://www.standardmedia.co.ke/coast/article/2001532763/history-as-shimoni-fish-port-receives-first-cruise-ship,History as Shimoni Fish Port receives first cruise ship  - The Standard,"The tourists were expected to tour Kisite-Mpunguti Marine Reserve, popular for its dolphins, whale sharks, and unique marine life species.","History as Shimoni Fish Port receives first cruise ship  - The Standard The tourists were expected to tour Kisite-Mpunguti Marine Reserve, popular for its dolphins, whale sharks, and unique marine life species.",2.35,1.9,2.8,0.6363961031,2,KENYAN | RUSSIA,RUSSIA | KENYAN,KEN | RUS,RUS | KEN,KE,2025-10-27,"['Host a visit', 'Make a visit']",0,"Shimoni Fish PortKisite-Mpunguti Marine Reserve, Cruise Ship, SH Diana",Philip Mwakio,The Standard,https://cdn.standardmedia.co.ke/images/articles/thumbnails/xjxlahg4rkaMZumSzcFQkgzIAZNYcvtFN4Z4YRYj.jpg,https://www.standardmedia.co.ke/assets/images/favicon.png,https://www.standardmedia.co.ke/coast/article/2001532763/history-as-shimoni-fish-port-receives-first-cruise-ship,en,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-27,https://allafrica.com/stories/202510270134.html,,,,4.0,4.0,4.0,0.0,2,MOSCOW | RUSSIA,ZIMBABWE,RUS,ZWE,ZI,2025-10-27,"['Express intent to cooperate, not specified below']",0,,,,,,,,,,"Request error: HTTPSConnectionPool(host='allafrica.com', port=443): Max retries exceeded with url: /stories/202510270134.html (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x1150634d0>: Failed to establish a new connection: [Errno 61] Connection refused'))",IRRELEVANT
2025-10-27,https://www.namibian.com.na/nandi-ndaitwah-fires-ithete-over-alleged-misconduct-and-cabinet-interference/,Nandi-Ndaitwah fires Ithete over alleged misconduct and Cabinet interference - News - The Namibian,"President Netumbo Nandi-Ndaitwah has fired deputy prime minister and minister of industries, mines and energy Natangue Ithete after a series of allegations about his conduct in […]","Nandi-Ndaitwah fires Ithete over alleged misconduct and Cabinet interference - News - The Namibian President Netumbo Nandi-Ndaitwah has fired deputy prime minister and minister of industries, mines and energy Natangue Ithete after a series of allegations about his conduct in […]",3.4,3.4,3.4,0.0,1,NAMIBIA,RUSSIAN,NAM,RUS,WA,2025-10-27,['Praise or endorse'],0,,Martin Endjala,The Namibian,https://d4f7y6nbupj5z.cloudfront.net/wp-content/uploads/2025/10/Ithete.jpg,https://d4f7y6nbupj5z.cloudfront.net/wp-content/uploads/2023/04/FAV-1.png,https://www.namibian.com.na/nandi-ndaitwah-fires-ithete-over-alleged-misconduct-and-cabinet-interference/,en-GB,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-27,http://www.bignewsnetwork.com/news/278659525/can-egypt-support-palestine-while-doing-billions-in-business-with-israel,Can Egypt support Palestine while doing billions in business with Israel?,"Despite having the potential to diversify its energy sources, Egypt continues to rely on the relationship with Israel for gas imports Read Full Article at RT.com","Can Egypt support Palestine while doing billions in business with Israel? Despite having the potential to diversify its energy sources, Egypt continues to rely on the relationship with Israel for gas imports Read Full Article at RT.com",6.4,6.4,6.4,0.0,1,EUROPE,RUSSIA,EUR,RUS,EG,2025-10-27,['Cooperate economically'],0,"Despite having the potential to diversify its energy sources, Egypt continues to rely on the relationship with Israel for gas imports Read Full Article at RT.com",,Big News Network.com,https://image.chitra.live/api/v1/wps/56b617c/9471089d-9a20-4338-afb6-6da61e2413b6/0/ZDc4MTc4N2UtYWY-600x315.jpg,https://assets.kreatio.net/bnn2/favicon.ico,https://www.bignewsnetwork.com/news/278659525/can-egypt-support-palestine-while-doing-billions-in-business-with-israel,en,text/html; charset=utf-8,200.0,,IRRELEVANT
2025-10-27,https://dailytrust.com/mali-suspends-schools-for-2-weeks-over-fuel-crisis/,Mali Suspends Schools For 2 Weeks Over Fuel Crisis - Daily Trust,"Mali has suspended school and university classes throughout the country for two weeks from Monday due to a fuel shortage, the government after al Qaeda-linked","Mali Suspends Schools For 2 Weeks Over Fuel Crisis - Daily Trust Mali has suspended school and university classes throughout the country for two weeks from Monday due to a fuel shortage, the government after al Qaeda-linked",2.8,2.8,2.8,0.0,1,RUSSIA,MALI,RUS,MLI,ML,2025-10-27,['Host a visit'],0,,,Daily Trust,https://dailytrust.com/wp-content/uploads/2025/10/Mali.webp,https://dailytrust.com/wp-content/uploads/2022/06/cropped-Daily-Trust-Icon-03-32x32.png?x75729,https://dailytrust.com/mali-suspends-schools-for-2-weeks-over-fuel-crisis/,en-GB,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-27,https://allafrica.com/stories/202510270029.html,,,,3.4,3.4,3.4,0.0,1,IVORIAN,RUSSIA,CIV,RUS,IV,2025-10-27,['Praise or endorse'],0,,,,,,,,,,"Request error: HTTPSConnectionPool(host='allafrica.com', port=443): Max retries exceeded with url: /stories/202510270029.html (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x10aafd6d0>: Failed to establish a new connection: [Errno 61] Connection refused'))",IRRELEVANT
2025-10-27,https://www.ecofinagency.com/news-industry/2710-49856-nigeria-seeks-to-fast-track-restart-of-aluminium-smelter-idle-for-12-years,Nigeria Seeks to Fast-Track Restart of Aluminium Smelter Idle for 12 Years - Ecofin Agency,"Nigeria plans to reconnect the ALSCON aluminium smelter to the national grid and complete its 330 KVa substation soon.
The&nbsp;$1.2 billion","Nigeria Seeks to Fast-Track Restart of Aluminium Smelter Idle for 12 Years - Ecofin Agency Nigeria plans to reconnect the ALSCON aluminium smelter to the national grid and complete its 330 KVa substation soon.
The&nbsp;$1.2 billion",6.0,6.0,6.0,0.0,1,NIGERIA,RUSSIA,NGA,RUS,NI,2025-10-27,"['Engage in material cooperation, not specified below']",0,"alscon, national, power, rusal, substation, court, company, bfi",Ecofin Agency,Ecofin Agency,https://www.ecofinagency.com/media/k2/items/cache/660c99f4bc00cb90af303d827024d01d_XL.jpg,https://www.ecofinagency.com/templates/shaper_newskit/images/favicon.ico,,en-gb,text/html; charset=utf-8,200.0,,IRRELEVANT
2025-10-27,https://www.citizen.co.za/news/south-africa/politics/run-zuma-run-mk-party-leader-shows-veterans-how-fit-he-is/,"Run Zuma run, MK party leader shows veterans how fit he is","At 83 years old, Zuma is actively leading his MK party while battling several legal challenges from his arms deal to private prosecution","Run Zuma run, MK party leader shows veterans how fit he is At 83 years old, Zuma is actively leading his MK party while battling several legal challenges from his arms deal to private prosecution",0.4,0.4,0.4,0.0,1,JACOB ZUMA,RUSSIA,ZAF,RUS,SF,2025-10-27,['Make optimistic comment'],0,,Faizel Patel,The Citizen,https://media.citizen.co.za/wp-content/uploads/2025/10/Jacob-Zuma-1.jpg,https://media.citizen.co.za/assets/img/citizen-icon.png,https://www.citizen.co.za/news/south-africa/politics/run-zuma-run-mk-party-leader-shows-veterans-how-fit-he-is/,en,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-27,https://tass.com/economy/2035641,Russia hands over $53 million worth of military equipment to Uganda -  Business & Economy - TASS,Ugandan President Yoweri Museveni thanked Russian President Vladimir Putin for the military suppor,Russia hands over $53 million worth of military equipment to Uganda -  Business & Economy - TASS Ugandan President Yoweri Museveni thanked Russian President Vladimir Putin for the military suppor,7.4,7.4,7.4,0.0,1,RUSSIA,MILITARY,RUS,,UG,2025-10-27,['Provide economic aid'],0,,,TASS,https://tass.com/img/blocks/common/tass_logo_share_eng.png,,,,text/html; charset=utf-8,200.0,,SEC
2025-10-27,https://www.ibtimes.co.uk/mali-next-afghanistan-fuel-shortages-school-closures-trigger-panic-islamic-militants-tighten-1750401,Is Mali the Next Afghanistan? Fuel Shortages and School Closures Trigger Panic as Islamic Militants Tighten Grip | IBTimes UK,"Islamist blockade triggers fuel shortages and school closures in Mali, raising fears of state collapse and militant control.","Is Mali the Next Afghanistan? Fuel Shortages and School Closures Trigger Panic as Islamic Militants Tighten Grip | IBTimes UK Islamist blockade triggers fuel shortages and school closures in Mali, raising fears of state collapse and militant control.",-0.4,-0.4,-0.4,0.0,1,UNITED STATES,RUSSIAN,USA,RUS,NG,2025-10-27,['Make pessimistic comment'],0,,,International Business Times UK,https://d.ibtimes.co.uk/en/full/1763240/malian-soldier.jpg,https://g.ibtimes.co.uk/themes/favicons/favicon-32x32.png,https://www.ibtimes.co.uk/mali-next-afghanistan-fuel-shortages-school-closures-trigger-panic-islamic-militants-tighten-1750401,en,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-27,https://ict.org.il/the-rise-and-flourishing-of-armed-groups-and-terrorist-movements-in-the-sahel/,The Rise and Flourishing of Armed Groups and Terrorist Movements in the Sahel - ICT,"The commentary explores the rise of terrorist groups in the Sahel, linking it to deep social and political instability and urging non-military, sustainable solutions.","The Rise and Flourishing of Armed Groups and Terrorist Movements in the Sahel - ICT The commentary explores the rise of terrorist groups in the Sahel, linking it to deep social and political instability and urging non-military, sustainable solutions.",-5.0,-5.0,-5.0,0.0,1,COMPANY,RUSSIAN,,RUS,NG,2025-10-27,"['Demand, not specified below']",0,,"Doukhan, David (Dr.)",ICT,https://ict.org.il/wp-content/uploads/2025/10/Website-Art_The-Rise-and-Flourishing-of-Armed-Groups-and-Terrorist-Movements-in-the-Sahel.png,https://ict.org.il/wp-content/themes/ave/favicon.png,https://ict.org.il/the-rise-and-flourishing-of-armed-groups-and-terrorist-movements-in-the-sahel/,en-US,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-27,https://www.eyeradio.org/uganda-receives-53m-in-russian-military-aid-opens-new-repair-base/,"Uganda receives $53M in Russian military aid, opens new repair base - Eye Radio","JUBA, South Sudan (Eye Radio) – Uganda has expanded its defense partnership with Russia, receiving $53 million worth of new military equipment from Moscow this week, according to a media report in Uganda. The news comes as President Yoweri Kaguta Museveni officially opened a new Military Mechanised Major Repair Facility at Gaddafi Military Barracks in […]","Uganda receives $53M in Russian military aid, opens new repair base - Eye Radio JUBA, South Sudan (Eye Radio) – Uganda has expanded its defense partnership with Russia, receiving $53 million worth of new military equipment from Moscow this week, according to a media report in Uganda. The news comes as President Yoweri Kaguta Museveni officially opened a new Military Mechanised Major Repair Facility at Gaddafi Military Barracks in […]",3.4,3.4,3.4,0.0,1,UGANDA,VLADIMIR PUTIN,UGA,RUS,UG,2025-10-27,['Praise or endorse'],0,,Koang Chang,Eye Radio,https://www.eyeradio.org/wp-content/uploads/2025/10/G4MtDllWYAEsjZP-2048x1538-1.jpg,https://www.eyeradio.org/wp-content/uploads/2021/08/cropped-EyeRadio-Vector-Color-Logo-32x32.png,https://www.eyeradio.org/uganda-receives-53m-in-russian-military-aid-opens-new-repair-base/,en-US,text/html; charset=UTF-8,200.0,,SEC
2025-10-27,https://www.foreignaffairs.com/united-states/losing-swing-states,Losing the Swing States: Washington Is Driving the BRICS to Become an Anti-American Bloc,Washington is driving the BRICS to become an anti-American bloc.,Losing the Swing States: Washington Is Driving the BRICS to Become an Anti-American Bloc Washington is driving the BRICS to become an anti-American bloc.,-4.0,-4.0,-4.0,0.0,1,RUSSIA,WASHINGTON,RUS,USA,SF,2025-10-27,"['Reject, not specified below']",0,,,Foreign Affairs,https://cdn-live.foreignaffairs.com/sites/default/files/styles/social_share/public/images/2025/10/24/2025-07-06T141115Z_2092450502_RC22HFATSCJ0_RTRMADP_3_BRICS-SUMMIT-BRAZIL%20%281%29.JPG?itok=hzN8OD4_,https://www.foreignaffairs.com/themes/mag/favicons/favicon-live.svg,https://www.foreignaffairs.com/united-states/losing-swing-states,en,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-26,https://www.arabnews.com/node/2620342,Realpolitik dictates Russia’s changing role in Arab world | Arab News,"Vladimir Putin last week rolled out the red carpet for Syria’s interim President Ahmad Al-Sharaa. For years, Al-Sharaa had fought to overthrow the Russian-backed Bashar Assad. Now, Putin has welcomed with open arms the man who toppled his closest regional ally, while Assad remains in hiding somewhere in the Russian capital, granted asylum after fleeing Syria last December.","Realpolitik dictates Russia’s changing role in Arab world | Arab News Vladimir Putin last week rolled out the red carpet for Syria’s interim President Ahmad Al-Sharaa. For years, Al-Sharaa had fought to overthrow the Russian-backed Bashar Assad. Now, Putin has welcomed with open arms the man who toppled his closest regional ally, while Assad remains in hiding somewhere in the Russian capital, granted asylum after fleeing Syria last December.",8.0,8.0,8.0,0.0,2,SUEZ CANAL | RUSSIAN,RUSSIAN | SUEZ CANAL,EGY | RUS,RUS | EGY,SU,2025-10-26,['Sign formal agreement'],0,,,Arab News,https://www.arabnews.com/sites/default/files/authors/2415951-zaidmbelbagi.png,https://www.arabnews.com/sites/default/files/index23.png,https://www.arabnews.com/node/2620342,en,text/html; charset=utf-8,200.0,,DIP
