SOURCEURL,Date,Event name,actor1_countries,actor2_countries,event_locations,combined_text_entities,combined_text_entity_types,keywords,first_event_date,title,description,event_count,avg_goldstein_score,site_name,language,actor1_names,actor2_names,event_descriptions,author,Type
https://www.azernews.az/region/250634.html,11/23/2025,President Erdogan plans to meet his Russian counterpart to discuss Ukraine,,RUS,SU,,,"Azerbaijan, SOCAR, Baku, Turkey, oil and gas news, politics, economy, analytics, business news, financial news, company news, Breaking News, World News, AzerNews",11/23/2025,President Erdogan plans to meet his Russian counterpart to discuss Ukraine,Turkish President Recep Tayyip Erdogan on Sunday said he will call his Russian counterpart Vladimir Putin on Monday to discuss the revival of Black Sea grain corridor.,1,0,Le Monde.fr,en,PRESIDENT,RUSSIAN,['Express intent to meet or negotiate'],,DIP
https://www.whtimes.co.uk/news/national/25642180.starmer-meet-ukraine-allies-g20-discuss-us-drafted-peace-plan/,11/22/2025,Starmer to meet Ukraine allies at G20 to discuss US-drafted peace plan | Welwyn Hatfield Times,RUS,,SF,,,,11/22/2025,Starmer to meet Ukraine allies at G20 to discuss US-drafted peace plan | Welwyn Hatfield Times,Washington’s plan contains many of Moscow’s longstanding demands while demanding major concessions from Kyiv.,1,0,TimesLIVE,en,RUSSIAN,SETTLEMENT,"['Reject proposal to meet, discuss, or negotiate']",,DIP
https://www.rferl.org/a/russia-attacks-ukraine-us-peace-plan-pressure/33598897.html,11/22/2025,"Ukraine Marks Holodomor As Russia Strikes, US Peace Pressure Mounts",UKR,RUS,SF,,,"News, Russia, Ukraine, Russia Invades Ukraine, The Rundown Headline",11/22/2025,"Ukraine Marks Holodomor As Russia Strikes, US Peace Pressure Mounts",Ukraine marked Holodomor Remembrance Day on November 22 as Russia launched a massive overnight attack amid rising pressure on Kyiv to accept a US-proposed peace deal to end the war.,1,0,Leadership News,en-US,UKRAINIAN,RUSSIA,['Fight with small arms and light weapons'],LEADERSHIP News,SEC
https://www.belfasttelegraph.co.uk/news/uk/starmer-to-meet-ukraine-allies-at-g20-to-discuss-us-drafted-peace-plan/a1581331575.html,11/22/2025,Starmer to meet Ukraine allies at G20 to discuss US-drafted peace plan | BelfastTelegraph.co.uk,RUS,,SF,,,,11/22/2025,Starmer to meet Ukraine allies at G20 to discuss US-drafted peace plan | BelfastTelegraph.co.uk,Sir Keir Starmer is set to meet Ukraine’s allies at the Johannesburg G20 summit on Saturday to seek to “strengthen” a US-drafted plan to end the war with Russia.,1,0,,,RUSSIAN,SETTLEMENT,"['Reject proposal to meet, discuss, or negotiate']",,DIP
https://www.africanews.com/2025/11/22/g20-summit-russia-denounces-illegitimate-unilateral-sanctions/,11/22/2025,"G20 Summit: Russia denounces 'illegitimate, unilateral' sanctions | Africanews",RUS,,SF,,,,11/22/2025,"G20 Summit: Russia denounces 'illegitimate, unilateral' sanctions | Africanews","Maxim Oreshkin, the deputy chief of staff of the Presidential Executive Office also slammed the financial aid provided to Ukraine.",1,0,TASS,,RUSSIA,,['Make pessimistic comment'],,DIP
https://themercury.com/news/national/what-are-russian-forces-doing-in-mali-amid-jihadist-blocade/article_b185ba7a-2cfa-5fca-933b-edc871922ba2.html,11/22/2025,What are Russian forces doing in Mali amid jihadist blocade? | National | themercury.com,MLI,RUS,ML,,,"afp, jama'at nasr al-islam wal-muslimin, mali, wagner group, africa corps (russia), military, conflicts, war, malian armed forces, wars",11/22/2025,What are Russian forces doing in Mali amid jihadist blocade? | National | themercury.com,"Russian forces fighting in Mali have failed to break the country free from a stifling fuel blockade and attacks waged by suspected jihadists, as the wider Sahel region becomes further",1,0,Daily Post Nigeria,en-US,MALI,RUSSIAN,['Make optimistic comment'],Ifunanya Obeme-Ndukwe,SEC
https://news.az/news/german-chancellor-urges-russia-to-end-war-in-ukraine,11/22/2025,German chancellor urges Russia to end war in Ukraine | News.az,RUS,AFR | ZAF,SF,,,"german chancellor,friedrich merz,russia,g20 summit,war of aggression,russia-ukraine war",11/22/2025,German chancellor urges Russia to end war in Ukraine | News.az,"German Chancellor Friedrich Merz on Saturday called on Russia to end its war of aggression against Ukraine, which is now nearing its fifth year.
 Russ...",2,0,The Nation Newspaper,en-US,RUSSIA,AFRICA | JOHANNESBURG,"['Make statement, not specified below']",Vincent Ikuomola Abuja,DIP
https://www.independent.ie/world-news/europe/zelensky-says-ukraine-may-be-forced-between-protecting-sovereignty-and-keeping-us-as-an-ally/a607004192.html,11/22/2025,Volodymyr Zelensky says Ukraine may be forced between protecting sovereignty and keeping US as an ally | Irish Independent,UKR,RUS,SF,,,"Ukraine, Russia, Volodymyr Zelensky, Vladimir Putin, JD Vance, France, Germany, Friedrich Merz, Keir Starmer, Emmanuel Macron, USA, Nato, Donald Trump",11/22/2025,Volodymyr Zelensky says Ukraine may be forced between protecting sovereignty and keeping US as an ally | Irish Independent,"Ukrainian president Volodymyr Zelensky told his country in an address Friday that it could face a pivotal choice between standing up for its sovereign rights and preserving the American support it needs, as leaders discuss a US peace proposal seen as favouring Russia.",1,0,Central Chronicle - Central India's Premier English Daily,en-US,UKRAINE,RUSSIA,"['Return, release person(s)']",.,DIP
https://www.kentonline.co.uk/news/national/starmer-and-other-ukraine-allies-say-us-peace-plan-will-require-work-159260/,11/22/2025,Starmer and other Ukraine allies say US peace plan ‘will require work’,RUS,,SF,,,,11/22/2025,Starmer and other Ukraine allies say US peace plan ‘will require work’,The G7 and G20 leaders who met at the South Africa summit expressed concerns about the proposal to limit Kyiv’s army.,1,0,,,RUSSIAN,SETTLEMENT,"['Reject proposal to meet, discuss, or negotiate']",,DIP
http://www.britainnews.net/news/278708395/ukraine-marks-holodomor-as-russia-strikes-us-peace-pressure-mounts,11/22/2025,"Ukraine Marks Holodomor As Russia Strikes, US Peace Pressure Mounts",UKR,RUS,SF,,,"putin, rejects, volodymyr zelenskyy, peace, the holodomor, russian, critical, ukraine, the war",11/22/2025,"Ukraine Marks Holodomor As Russia Strikes, US Peace Pressure Mounts",Ukraine marked Holodomor Remembrance Day on November 22 as Russia launched a massive overnight attack amid rising pressure on Kyiv to accept a US-proposed,2,9.475230868,BBC News Pidgin,pcm,UKRAINE,RUSSIA,"['Use conventional military force, not specified below', 'Praise or endorse']",,SEC
https://www.yahoo.com/news/articles/g-20-mulls-ukraine-russia-224602411.html,11/22/2025,G-20 mulls Ukraine-Russia peace plan amid U.S. boycott,UKR,RUS,SF,,,"Johannesburg, South Africa, Antonio Costa, Cyril Ramaphosa, President Donald Trump, South Africa, Nasrec Expo Centre, G20 summit, Prime Minister Keir Starmer, Ukraine war, President Emmanuel Macron, President Volodymyr Zelensky, European Council",11/22/2025,G-20 mulls Ukraine-Russia peace plan amid U.S. boycott,The South Africa-hosted G20 summit began Saturday with some member states weighing a proposed peace plan to end the Russian-Ukraine war.,2,5.656854249,,en-GB,UKRAINE,RUSSIA,"['Consider policy option', 'Impose embargo, boycott, or sanctions']",AOL Staff,DIP
https://www.inverness-courier.co.uk/news/national/starmer-to-meet-ukraine-allies-at-g20-to-discuss-us-drafted-peace-plan-145087/,11/22/2025,Starmer to meet Ukraine allies at G20 to discuss US-drafted peace plan,RUS,,SF,,,,11/22/2025,Starmer to meet Ukraine allies at G20 to discuss US-drafted peace plan,Washington’s plan contains many of Moscow’s longstanding demands while demanding major concessions from Kyiv.,1,0,,,RUSSIAN,SETTLEMENT,"['Reject proposal to meet, discuss, or negotiate']",,DIP
https://www.euractiv.com/news/eu-backs-ukraine-as-trump-sets-ultimatum-on-28-point-peace-plan/,11/21/2025,EU backs Ukraine as Trump sets ultimatum on 28-point peace plan | Euractiv,RUS | ZAF,ZAF | RUS,SF,,,,11/21/2025,EU backs Ukraine as Trump sets ultimatum on 28-point peace plan | Euractiv,"Earlier, Trump confirmed he had given Kyiv until 27 November to accept his administration’s proposal to end the war with Russia",2,0,the Guardian,en,RUSSIA | JOHANNESBURG,JOHANNESBURG | RUSSIA,['Express intent to meet or negotiate'],,DIP
https://www.lbc.co.uk/article/starmer-backs-ukraines-sovereignty-after-tough-zelenskyy-call-5HjdND2_2/,11/21/2025,Starmer backs Ukraine’s sovereignty after tough Zelenskyy call | LBC,RUS,UKR,SF,,,,11/21/2025,Starmer backs Ukraine’s sovereignty after tough Zelenskyy call | LBC,The Prime Minister said he along with French and German leaders had emphasised to Mr Zelenskyy their support for Ukraine,1,0,The Independent,en,RUSSIA,UKRAINE,['Engage in negotiation'],,DIP
https://tass.com/world/2046787,11/21/2025,"European Commission chief to discuss US proposals with Zelensky, other leaders - World - TASS",EUR | RUS,RUS | EUR,SF,,,,11/21/2025,"European Commission chief to discuss US proposals with Zelensky, other leaders - World - TASS","The EU will continue to abide by the principle ""nothing about Ukraine without Ukraine,"" Ursula von der Leyen stressed",2,2.828427125,BusinessLine,en,EUROPEAN COMMISSION | VLADIMIR,VLADIMIR | EUROPEAN COMMISSION,"['Appeal, not specified below', 'Engage in negotiation']",,DIP
https://nato.int/en/what-we-do/wider-activities/natos-approach-to-counter-information-threats/setting-the-record-straight,11/21/2025,Setting the record straight | NATO Topic,RUS,,LY,,,,11/21/2025,Setting the record straight | NATO Topic,"Russia's illegal war of aggression against Ukraine has shattered peace and stability in Europe and gravely undermined global security. NATO's Strategic Concept – adopted in 2022 – states that Russia is the most significant and direct threat to Allies' security and to peace and stability in the Euro-Atlantic area. Russia wants to establish spheres of influence and control other countries through coercion, subversion, aggression and annexation. It uses conventional, cyber and hybrid means – including disinformation – against NATO Allies and partners.",1,0,Sowetan,en,RUSSIA,MILITARY FORCE,"['Make statement, not specified below']",,INFO
https://www.smh.com.au/politics/federal/illegal-and-immoral-wong-hails-step-towards-cutting-off-russian-oil-funding-20251121-p5nhbo.html,11/21/2025,Russian oil: Penny Wong applauds Reliance Industries for halting use in Australian fuel,RUS,IND,SF,,,,11/21/2025,Russian oil: Penny Wong applauds Reliance Industries for halting use in Australian fuel,"Penny Wong has applauded the world’s biggest oil refinery for vowing to stop using Russian crude for Australian products, but advocates say it’s just a start.",1,0,Opinion Nigeria,en-US,RUSSIAN,RELIANCE INDUSTRIES,['Praise or endorse'],Opinion Nigeria,ECON
https://www.newburytoday.co.uk/national/starmer-to-meet-ukraine-allies-at-g20-to-discuss-us-drafted-peace-plan-159251/,11/21/2025,Starmer to meet Ukraine allies at G20 to discuss US-drafted peace plan,RUS,,SF,,,,11/21/2025,Starmer to meet Ukraine allies at G20 to discuss US-drafted peace plan,Washington’s plan contains many of Moscow’s longstanding demands while demanding major concessions from Kyiv.,1,0,Sowetan,en,RUSSIAN,SETTLEMENT,"['Reject proposal to meet, discuss, or negotiate']",,DIP
https://www.dailymail.co.uk/news/article-15314011/Zelenskynot-betray-Ukraine-US-agree-peace-deal-lose-support.html,11/21/2025,Surrender by Thursday: Zelensky insists he will 'not betray Ukraine'... but faces impossible choice after US sets peace deal deadline and Kyiv insider says 28-point plan left them 'f***ing mind-blown' | Daily Mail Online,RUS,RUS,SF,,,"dailymail,news,Russia,Ukraine,Moscow",11/21/2025,Surrender by Thursday: Zelensky insists he will 'not betray Ukraine'... but faces impossible choice after US sets peace deal deadline and Kyiv insider says 28-point plan left them 'f***ing mind-blown' | Daily Mail Online,The 28-point plan that the US has presented to Ukraine endorses some of Moscow's demands and leaves security guarantees for Kyiv vague.,2,0.6363961031,Geographicus Rare Antique Maps,en,MOSCOW | RUSSIA,RUSSIA | MOSCOW,"['Host a visit', 'Make a visit']",,DIP
https://www.namibian.com.na/men-trapped-in-ukraine-war-promised-mkp-jobs/,11/21/2025,Men trapped in Ukraine war promised MKP jobs - News - The Namibian,RUS | AFR,RUS,SF | WA,,,,11/21/2025,Men trapped in Ukraine war promised MKP jobs - News - The Namibian,The brother of one of the 17 South Africans stuck in the frontline of the Russia-Ukraine war says his sibling was lured there with promises to […],4,3.403429643,RAPPLER,en-US,RUSSIA | AFRICA,RUSSIA | RUSSIAN | INTELLIGENCE,"['Appeal, not specified below', 'Return, release person(s)', 'Make statement, not specified below']",Jodesz Gavilan,INFO
https://www.theweek.in/news/middle-east/2025/11/21/was-iran-the-secret-foreign-buyer-of-russia-s-most-modern-su-57-fighter-jet.html,11/21/2025,Was Iran the secret foreign buyer of Russia’s most modern Su-57 fighter jet? - The Week,IRN | RUS,RUS | IRN,AG,,,"Su-57 foreign buyer, Su-57 export, Su-57 delivery, Su-57 customer, Russian Su-57, fifth-generation fighter jet, United Aircraft Corporation, Su-57 India, Su-57 Iran, Su-57 Algeria, F-35 alternative, Iran Su-57",11/21/2025,Was Iran the secret foreign buyer of Russia’s most modern Su-57 fighter jet? - The Week,"Speculation is rife over the first Su-57 foreign buyer after Russia's announcement. Discover if India, Iran, or Algeria is the secret customer for the stealth fighter.",3,3.695041723,Daily Mirror,en,IRAN | RUSSIAN,RUSSIA | IRAN,"['Provide military aid', 'Make a visit']",Dave Burke,SEC
https://www.globalsecurity.org/wmd/library/news/ukraine/2025/11/ukraine-251120-latvia-mfa01.htm,11/21/2025,Baiba Braže at the Foreign Affairs Council: Ukraine urgently needs military and financial support for self-defence; we advocate for operational sanctions on shadow fleet ships without awaiting the next round of EU sanctions,,RUS,SU,,,"WMD,library,news,ukraine,2025,November",11/21/2025,Baiba Braže at the Foreign Affairs Council: Ukraine urgently needs military and financial support for self-defence; we advocate for operational sanctions on shadow fleet ships without awaiting the next round of EU sanctions,,1,0,TheJournal.ie,en,FOREIGN MINIST,RUSSIA,"['Consult, not specified below']",AFP,SEC
https://www.dw.com/en/g20-summit-no-trump-xi-or-putin-but-with-merz/a-74830488,11/21/2025,"G20 summit: No Trump, Xi or Putin — but with Merz – DW – 11/21/2025",ZAF,RUS,SF,,,,11/21/2025,"G20 summit: No Trump, Xi or Putin — but with Merz – DW – 11/21/2025","Chancellor Friedrich Merz intends to promote multilateralism at the G20 summit in South Africa. The US, China and Russia stand for the opposite. Their leaders are staying home.",1,0,,en-US,SOUTH AFRICAN,RUSSIA,"['Disapprove, not specified below']",,DIP
https://www.eveshamjournal.co.uk/news/national/25642180.starmer-meet-ukraine-allies-g20-discuss-us-drafted-peace-plan/,11/21/2025,Starmer to meet Ukraine allies at G20 to discuss US-drafted peace plan | Evesham Journal,RUS,,SF,,,,11/21/2025,Starmer to meet Ukraine allies at G20 to discuss US-drafted peace plan | Evesham Journal,Washington’s plan contains many of Moscow’s longstanding demands while demanding major concessions from Kyiv.,1,0,Yahoo News,en-AU,RUSSIAN,SETTLEMENT,"['Reject proposal to meet, discuss, or negotiate']",,DIP
https://www.gazetaexpress.com/en/Russian-state-television-says-the-Russian-military-is-operating-in-six-African-countries/,11/21/2025,Russian state television says Russian military is operating in six African countries - Gazeta Express,RUS,RUS | AFR,ML,,,,11/21/2025,Russian state television says Russian military is operating in six African countries - Gazeta Express,Russian state television says Russian military is operating in six African countries,6,4.053146926,,,RUSSIAN | RUSSIA,TELEVISION | RUSSIA | AFRICA,"['Make statement, not specified below', 'Cooperate militarily']",,SEC
https://www.themoscowtimes.com/2025/11/20/russia-and-togo-to-open-embassies-as-relations-grow-a91186,11/20/2025,Russia and Togo to Open Embassies as Relations Grow - The Moscow Times,RUS,RUS | TGO,TO,,,"Africa,Diplomacy",11/20/2025,Russia and Togo to Open Embassies as Relations Grow - The Moscow Times,"Russia and Togo will open embassies in each other’s capitals next year, the countries’ leaders said Wednesday, as Moscow pushes to expand its presence in Africa.",2,4.666904756,Stabroek News,en-US,MOSCOW | VLADIMIR PUTIN,VLADIMIR PUTIN | TOGO,"['Engage in negotiation', 'Make optimistic comment']",Stabroek News,DIP
http://www.heraldglobe.com/news/278706160/russia-and-togo-to-reopen-embassies-putin,11/20/2025,Russia and Togo to reopen embassies Putin,TGO,RUS,CN,,,"putin said, missions, russian, embassy, russia and, moscow, relations, ministry, and togo",11/20/2025,Russia and Togo to reopen embassies Putin,President Vladimir Putin has announced the plan to reestablish embassies in Moscow and Lome Read Full Article at RT.com,1,0,El-Balad.com,en,FAURE GNASSINGBE,RUSSIA,['Engage in negotiation'],El-Balad.com,DIP
https://mg.co.za/politics/2025-11-28-men-trapped-in-ukraine-war-promised-mkp-jobs/,11/20/2025,Men trapped in Ukraine war promised MKP jobs – The Mail & Guardian,RUS | AFR,RUS,SF,,,,11/20/2025,Men trapped in Ukraine war promised MKP jobs – The Mail & Guardian,MK party says it knows nothing about the ill-fated Russian trip involving 17 South Africans,3,3.511884584,Newsweek,en,RUSSIA | AFRICA,RUSSIA | RUSSIAN | INTELLIGENCE,"['Appeal, not specified below', 'Return, release person(s)', 'Make statement, not specified below']",,SEC
http://www.bignewsnetwork.com/news/278706046/russia-and-togo-to-reopen-embassies-putin,11/20/2025,Russia and Togo to reopen embassies - Putin,TGO,RUS,TO,,,President Vladimir Putin has announced the plan to reestablish embassies in Moscow and Lome Read Full Article at RT.com,11/20/2025,Russia and Togo to reopen embassies - Putin,President Vladimir Putin has announced the plan to reestablish embassies in Moscow and Lome Read Full Article at RT.com,2,0,BNN Bloomberg,en,TOGO,RUSSIA,"['Express intent to cooperate, not specified below']",,DIP
https://www.globalsecurity.org/wmd/library/news/egypt/egypt-251119-kremlin01.htm,11/20/2025,Reactor vessel installation ceremony at power unit of El Dabaa NPP,RUS,RUS | EGY,EG,,,"WMD,Library,News,Egypt",11/20/2025,Reactor vessel installation ceremony at power unit of El Dabaa NPP,,5,2.566709956,Daily Sabah,en_US,INTERNATIONAL ATOMIC ENERGY AGENCY | RUSSIA | RUSSIAN | VLADIMIR PUTIN,RUSSIA | EGYPTIAN | PRESIDENT,"['Make statement, not specified below', 'Engage in material cooperation, not specified below', 'Praise or endorse']",Daily Sabah,ECON
https://www.ecofinagency.com/news/2011-50652-algeria-named-as-the-first-foreign-operator-of-russia-s-su-57-stealth-fighter,11/20/2025,Algeria Named as the First Foreign Operator of Russia’s Su-57 Stealth Fighter - Ecofin Agency,DZA,RUS,AG,,,"export, su-57e, russia’s, algeria, algerian, 2025, aircraft, production",11/20/2025,Algeria Named as the First Foreign Operator of Russia’s Su-57 Stealth Fighter - Ecofin Agency,"Algeria likely received Russia’s Su-57E, according to various media and analyst coverage.
 Evidence is strong, though still yet to be",1,0,BBC News Pidgin,pcm,ALGERIA,MOSCOW,['Make optimistic comment'],,SEC
https://charter97.org/en/news/2025/11/20/663701/,11/20/2025,Ukrainian Diplomat: This Plan Has No Chance - Belarusian News - Charter'97,RUS,,SU,,,,11/20/2025,Ukrainian Diplomat: This Plan Has No Chance - Belarusian News - Charter'97,Only the WSU can stop the war.,1,0,Yakima Herald-Republic,en,RUSSIA,,['Make optimistic comment'],BARRY HATTON and ISOBEL KOSHIW - Associated Press,INFO
https://foreignpolicy.com/2025/11/19/kirill-dmitriev-russia-envoy-putin-ukraine-witkoff/?tpcc=recirc_trending062921,11/20/2025,"Who Is Kirill Dmitriev, Moscow's Envoy on Ukraine Peace Negotiations?",RUS,UKR,SE,,,,11/20/2025,"Who Is Kirill Dmitriev, Moscow's Envoy on Ukraine Peace Negotiations?",Kirill Dmitriev is a prominent purveyor of the Kremlin’s line—but real power may lie elsewhere.,1,0,Africanews,en,RUSSIAN,UKRAINE,['Halt negotiations'],AfricaNews,DIP
https://tass.com/politics/2046383,11/20/2025,Russia will continue to provide assistance to Africa to ensure food security — MFA - Russian Politics & Diplomacy - TASS,RUS,AFR,ET,,,,11/20/2025,Russia will continue to provide assistance to Africa to ensure food security — MFA - Russian Politics & Diplomacy - TASS,"According to the statement, Russia is committed to the progressive expansion of friendly ties and economic cooperation with Africa",1,0,WHEC.com,en-US,RUSSIA,AFRICA,['Express intent to provide military aid'],,ECON
https://www.spacewar.com/reports/Russian_army_present_in_six_African_countries_state_TV_999.html,11/20/2025,Russian army present in six African countries: state TV,RUS,RUS | AFR,ML,,,"military space news, nuclear weapons, missile defense",11/20/2025,Russian army present in six African countries: state TV,"Moscow (AFP) Nov 17, 2025 - The Russian army is operating in six African countries, state TV reported in a rare high-profile acknowledgement of the extent of Moscow's official military presence on the continent.",5,4.053146926,Opinion Nigeria,en-US,RUSSIAN,CORRESPONDENT | RUSSIA | AFRICA,"['Make statement, not specified below', 'Cooperate militarily']",Opinion Nigeria,SEC
https://www.euronews.com/green/2025/11/20/europe-could-get-cypriot-natural-gas-by-2027-president-says,11/20/2025,"Europe could get Cypriot natural gas by 2027, president says | Euronews",CYP,RUS,EG,,,"Cyprus,European markets,gas reserve,Energy",11/20/2025,"Europe could get Cypriot natural gas by 2027, president says | Euronews",Europe has been looking for more ways to wean itself off Russian energy and cut Moscow from revenues to fund its all-out war in Ukraine.,1,0,Wilkes-Barre Citizens' Voice,en-US,CYPRUS,RUSSIA,['Make optimistic comment'],,ECON
https://africa.com/putin-to-host-togos-president-for-talks/,11/20/2025,Putin to host Togo’s president for talks | africa.com,TGO,RUS,TO,,,,11/20/2025,Putin to host Togo’s president for talks | africa.com,"Russian President Vladimir Putin is set to host Togo’s President, Faure Gnassingbe, for talks in the Kremlin. This high-level meeting, initiated by",2,0,Kyiv Post,,TOGO,RUSSIAN,['Make a visit'],Kateryna Zakharchenko,DIP
https://www.elciudadano.com/en/russia-at-the-g20-prioritizing-the-needs-of-developing-economies-in-this-years-summit/11/20/,11/20/2025,Russia at the G20: Prioritizing the Needs of Developing Economies in This Year's Summit,RUS,,SF,,,,11/20/2025,Russia at the G20: Prioritizing the Needs of Developing Economies in This Year's Summit,Original article: Rusia en el G20: Es importante formatear el trabajo del ‘Grupo de los Veinte’ teniendo en cuenta los intereses de las,1,0,Military.com,en,RUSSIAN,INTERNATIONAL MONETARY FUND,"['Engage in diplomatic cooperation, not specified below']",,DIP
https://foreignpolicy.com/2025/11/19/kirill-dmitriev-russia-envoy-putin-ukraine-witkoff/,11/19/2025,"Who Is Kirill Dmitriev, Moscow's Envoy on Ukraine Peace Negotiations?",RUS,UKR,SE,,,,11/19/2025,"Who Is Kirill Dmitriev, Moscow's Envoy on Ukraine Peace Negotiations?",Kirill Dmitriev is a prominent purveyor of the Kremlin’s line—but real power may lie elsewhere.,1,0,Yahoo News,en-US,RUSSIAN,UKRAINE,['Halt negotiations'],,DIP
https://www.channelstv.com/2025/11/19/exxon-joins-chevron-in-race-for-lukoil-international-assets/,11/19/2025,Exxon Joins Chevron In Race For Lukoil International Assets • Channels Television,RUS,USA,NI,,,,11/19/2025,Exxon Joins Chevron In Race For Lukoil International Assets • Channels Television,Exxon Joins Chevron In Race For Lukoil International Assets,1,0,Naharnet,,RUSSIAN,CHEVRON CORP,['Engage in negotiation'],,ECON
https://tass.com/politics/2045945,11/19/2025,"Putin meets with Togo premier in Kremlin for talks on trade, anti-terrorism - Russian Politics & Diplomacy - TASS",RUS | TGO,TGO | RUS,TO,,,,11/19/2025,"Putin meets with Togo premier in Kremlin for talks on trade, anti-terrorism - Russian Politics & Diplomacy - TASS","The sides are expected to discuss Russian-Togolese cooperation in politics, economy and trade, as well as pressing regional issues",9,2.181169411,The Economic Times,en,RUSSIA | RUSSIAN | TOGO,TOGO | RUSSIAN,"['Express intent to meet or negotiate', 'Make a visit', 'Engage in negotiation', 'Host a visit']",,DIP
https://www.foreignaffairs.com/united-states/artificial-intelligence-supercharging-disinformation-warfare,11/19/2025,AI Is Supercharging Disinformation Warfare | Foreign Affairs,RUS,,KE,,,,11/19/2025,AI Is Supercharging Disinformation Warfare | Foreign Affairs,America's defenses aren't ready for AI disinformation warfare.,1,0,,,RUSSIA,,['Provide economic aid'],,INFO
https://www.opinionnigeria.com/installation-of-russian-reactor-vessel-in-egypt-by-kester-kenn-klomegah/,11/19/2025,Installation of Russian Reactor Vessel in Egypt -By Kestér Kenn Klomegâh - Opinion Nigeria,RUS,EGY,EG,,,,11/19/2025,Installation of Russian Reactor Vessel in Egypt -By Kestér Kenn Klomegâh - Opinion Nigeria,"In line with Egypt Vision 2030, this event confirms Egypt's role as a regional energy hub and aligns with our efforts to achieve comprehensive development. The El Dabaa NPP represents a turning point in the localisation of knowledge and a genuine investment in national human resources. Cooperation in training, and technology transfer will help prepare a new generation of Egyptian nuclear experts.",1,0,,en-AU,RUSSIA,EGYPTIAN,['Praise or endorse'],,ECON
https://africa.com/ethiopia-and-russian-firm-partner-on-landmark-aluminum-smelter/,11/19/2025,Ethiopia and Russian firm partner on landmark aluminum smelter | africa.com,RUS,ETH,ET,,,,11/19/2025,Ethiopia and Russian firm partner on landmark aluminum smelter | africa.com,"Russian aluminum giant RUSAL has signed a $1 billion Memorandum of Understanding with Ethiopian Investment Holdings to build a 500,000-ton annual",1,0,The Times of India,en,RUSSIAN,ETHIOPIAN,['Sign formal agreement'],,ECON
https://www.nzherald.co.nz/world/jacob-zumas-daughter-linked-to-russia-recruitment-of-south-africans-for-ukraine-front/IL3TIGX7UNCLZBRXXDNEBY6X6E/,11/19/2025,Jacob Zuma’s daughter linked to Russia recruitment of South Africans for Ukraine front - NZ Herald,ZAF,RUS,SF,,,"jacob,zumas,daughter,linked,to,russia,recruitment,of,south,africans,for,ukraine,front,former,african,president,zuma,been,involved,recruiting,from,africa,botswana,service,with,russian,forces,against,according,people,familiar,situation,whatsapp,messages,seen,bloomberg",11/19/2025,Jacob Zuma’s daughter linked to Russia recruitment of South Africans for Ukraine front - NZ Herald,The daughter of former South African President Jacob Zuma has been involved in recruiting men from South Africa and Botswana for service with Russian forces...,1,0,dw.com,en,SOUTH AFRICAN,RUSSIA,"['Use conventional military force, not specified below']",,SEC
http://en.kremlin.ru/events/president/news/78496,11/19/2025,Reactor vessel installation ceremony at power unit of El Dabaa NPP • President of Russia,,RUS,EG,,,"News ,Transcripts ,President",11/19/2025,Reactor vessel installation ceremony at power unit of El Dabaa NPP • President of Russia,"Vladimir Putin, together with Egyptian President Abdel Fattah el-Sisi, participated via videoconference in a ceremony marking the installation of the reactor vessel for the first unit of Egypt’s El Dabaa Nuclear Power Plant.",2,0,,,INTERNATIONAL ATOMIC ENERGY AGENCY,RUSSIA,"['Make statement, not specified below']",,DIP
https://aviationweek.com/defense/aircraft-propulsion/russias-checkmate-fighter-nearing-first-flight-rostec-ceo-says,11/19/2025,"Russia’s Checkmate Fighter Nearing First Flight, Rostec CEO Says | Aviation Week Network",RUS,UKR,AG,,,,11/19/2025,"Russia’s Checkmate Fighter Nearing First Flight, Rostec CEO Says | Aviation Week Network","The first prototype of the Su-75 combat aircraft is closing in on its first flight, according to the CEO of Sukhoi’s parent company Rostec.",2,0,Morocco World News,en-US,RUSSIA,UKRAINE,['Provide economic aid'],Adil Faouzi,SEC
https://londonlovesbusiness.com/exclusive-brit-graham-phillips-exposed-as-putins-thug-wanted-for-war-crimes/,11/19/2025,Exclusive: Brit Graham Phillips exposed as Putin’s thug wanted for war crimes - London Business News | Londonlovesbusiness.com,,RUS,LY,,,,11/19/2025,Exclusive: Brit Graham Phillips exposed as Putin’s thug wanted for war crimes - London Business News | Londonlovesbusiness.com,Uncover the truth about Graham Phillips: the man implicated as Putin’s thug wanted for war crimes in the Ukraine conflict.,1,0,El-Balad.com,en,,RUSSIAN,"['Threaten, not specified below']",El-Balad.com,INFO
https://newsweekly.com.au/newsweekly/cover-story/u-s-bill-to-stop-up-russian-oil-leaks-via-india-may-hit-australia/,11/19/2025,U.S. Bill to Stop Up Russian Oil Leaks via India May Hit Australia - Cover Story,EUR,RUS,SF,,,,11/19/2025,U.S. Bill to Stop Up Russian Oil Leaks via India May Hit Australia - Cover Story,"Unless and until the country takes fuel issues seriously, we remain highly vulnerable to having our liquid fuel supply chains interdicted.",1,0,,en-GB,THE EU,RUSSIA,"['Impose embargo, boycott, or sanctions']",AOL Staff,SEC
