SOURCEURL,Date,Event name,Type,cluster,actor1_countries,actor2_countries,event_locations,combined_text_entities,combined_text_entity_types,keywords,first_event_date,title,description,event_count,avg_goldstein_score,site_name,language,actor1_names,actor2_names,event_descriptions,author
https://www.euractiv.com/news/rapporteur-exclusive-eu-plots-e1-billion-revamp-of-council-hq/,2025-10-23,Exclusive: EU plots €1 billion revamp of Council HQ | Euractiv,SEC,,,RUS,EG,,,,2025-10-23,Exclusive: EU plots €1 billion revamp of Council HQ | Euractiv,"In today’s edition: both the EU and US are poised to impose new sanctions on Russia, MEPs send the simplification drive into uncharted waters, and Giorgia Meloni prepares to unveil a migration plan at a leaders’ breakfast",2,-8.0,Euractiv,en-GB,,RUSSIA,"['Impose embargo, boycott, or sanctions']",Euractiv
https://thefrontierpost.com/for-russian-asylum-seekers-us-is-not-land-of-free/,2025-10-23,"For Russian asylum seekers, US is not land of free – The Frontier Post",DIP,,RUS,RUS,EG,,,,2025-10-23,"For Russian asylum seekers, US is not land of free – The Frontier Post","Leonid Melekhin, a political activist from Perm, Russia, applied for asylum in the United States in August 2024. In December, his application was rejected due to a lack of “well-founded fear…",2,2.35,,en-US,RUSSIA,RUSSIA,"['Make a visit', 'Host a visit']",
https://timesofoman.com/article/164211-tv-brics-a-voice-for-south-and-multilateral-information-exchange-platform-for-its-partners,2025-10-23,"TV BRICS- a voice for South, and multilateral information exchange platform for its partners - Times of Oman",INFO,,RUS,,SF,,,,2025-10-23,"TV BRICS- a voice for South, and multilateral information exchange platform for its partners - Times of Oman",The participants agreed to counter the Western narratives with a unified effort,1,4.0,Times of Oman,en,RUSSIA,MEDIA,['Express intent to meet or negotiate'],Bitwize - http://bitwize.com.lb
https://www.channelstv.com/2025/10/30/india-ioc-dumps-russia-imports-two-million-barrels-from-nigeria-angola/,2025-10-23,"India IOC Dumps Russia, Imports Two Million Barrels From Nigeria, Angola • Channels Television",ECON,,,RUS,NI,,,,2025-10-23,"India IOC Dumps Russia, Imports Two Million Barrels From Nigeria, Angola • Channels Television","Nigeria's Oil Export Booms As IOC Dumps Russia, Imports Two Million Barrels",1,-8.0,Channels Television,en,PRODUCER,MOSCOW,"['Impose embargo, boycott, or sanctions']",Opeoluwani Akintayo
https://ecfr.eu/publication/the-bear-and-the-bot-farm-countering-russian-hybrid-warfare-in-africa/,2025-10-22,The bear and the bot farm: Countering Russian hybrid warfare in Africa | ECFR,INFO,,BFA | GIN | RUS | TGO,RUS | BFA | NER | TGO | GIN,GV | SU | NG | UG | UV | MO | TO,,,,2025-10-22,The bear and the bot farm: Countering Russian hybrid warfare in Africa | ECFR,"Russia has many quiet enemies in Africa. Working together, like-minded Africans and Europeans can roll back its troublesome influence.",23,3.273913043,European Council on Foreign Relations,en-GB,BURKINA FASO | CONAKRY | REGIME | RUSSIA | RUSSIAN,RUSSIA | MOSCOW | BURKINA FASO | OUAGADOUGOU | JUNTA,"['Engage in diplomatic cooperation, not specified below', 'Host a visit', 'Provide military aid', 'Express intent to provide diplomatic cooperation such as policy support', 'Praise or endorse', 'Reduce or break diplomatic relations', 'Engage in material cooperation, not specified below', 'Investigate, not specified below', 'De-escalate military engagement', 'Mobilize or increase armed forces', 'Provide economic aid', 'Sign formal agreement', 'Make a visit']",Will Brown
https://www.aps.dz:443/en/economy/industry-energy-mining/mh24mbe0-yahia-bachir-russian-industry-leaders-discuss-partnership-prospects,2025-10-22,"Yahia Bachir, Russian industry leaders discuss partnership prospects | Algérie Presse Service",ECON,,DZA | RUS,RUS | DZA,AG,,,,2025-10-22,"Yahia Bachir, Russian industry leaders discuss partnership prospects | Algérie Presse Service","<p>ALGIERS - Minister of Industry Yahia Bachir held discussions with a high-level delegation from Business Russia association the prospects for partnership and economic and industrial cooperation between Algeria and Russia, to implement joint investment projects in strategic industrial sectors, the ministry said in a statement on Wednesday.</p>",6,4.4,,en,ALGERIA | ALGIERS | RUSSIAN | RUSSIA,RUSSIA | ALGIERS,"['Express intent to cooperate economically', 'Engage in negotiation', 'Consult, not specified below']",
https://www.channelstv.com/2025/10/29/nigerias-revenue-threatened-as-oil-dips-on-russian-sanctions-worries-opec-output-hike/,2025-10-22,"Nigeria's Revenue Threatened As Oil Dips On Russian Sanctions Worries, OPEC+ Output Hike • Channels Television",ECON,,UKR,RUS,NI,,,,2025-10-22,"Nigeria's Revenue Threatened As Oil Dips On Russian Sanctions Worries, OPEC+ Output Hike • Channels Television","Global Revenues Threatened As Oil Dips On Russian Sanctions Worries, OPEC+ Output Hike",2,-8.0,Channels Television,en,PRESIDENT | UKRAINE,RUSSIA,"['Impose embargo, boycott, or sanctions']",Opeoluwani Akintayo
https://www.centralchronicle.com/russian-president-vladimir-putin-to-skip-g-20-summit-in-johannesburg-amid-icc-arrest-warrant/,2025-10-22,Russian President Vladimir Putin to skip G-20 summit in Johannesburg amid ICC arrest warrant | Central India's Premier English Daily,DIP,,AFR | RUS,RUS | AFR,SF,,,,2025-10-22,Russian President Vladimir Putin to skip G-20 summit in Johannesburg amid ICC arrest warrant | Central India's Premier English Daily,"Moscow, Oct 22 (UNI) Russian President Vladimir Putin will not be attending the upcoming G-20 session in South Africa in November this year, announced Kremlin's spokesperson Dmitry Peskov, reports state media. The bloc – which comprises 20 of the world's largest economic powers – makes up 85% of the world's total GDP, 75% of international",2,2.35,Central Chronicle - Central India's Premier English Daily,en-US,AFRICA | VLADIMIR PUTIN,VLADIMIR PUTIN | AFRICA,"['Host a visit', 'Make a visit']",.
https://tass.com/politics/2033393,2025-10-22,Putin will not attend G20 summit personally — Kremlin spokesman -  Russian Politics & Diplomacy - TASS,DIP,,RUS,AFR,SF,,,,2025-10-22,Putin will not attend G20 summit personally — Kremlin spokesman -  Russian Politics & Diplomacy - TASS,"According to Dmitry Peskov, Russia will be represented at a worthy level",2,-5.0,TASS,,RUSSIAN,AFRICA,"['Reject proposal to meet, discuss, or negotiate']",
https://defenceweb.co.za/industry/industry-industry/da-calls-for-arms-trade-transparency-after-sa-tech-found-in-russian-attack-drones/,2025-10-22,DA calls for arms trade transparency after SA tech found in Russian attack drones - defenceWeb,SEC,,RUS,RUS,SF,,,,2025-10-22,DA calls for arms trade transparency after SA tech found in Russian attack drones - defenceWeb,Reports that South African manufactured laser range-finding equipment has been found in Russian attack drones used in the war against Ukraine has prompted the,2,-3.5,defenceWeb,en-ZA,MILITARY | RUSSIAN,RUSSIAN,"['Use conventional military force, not specified below', 'Appeal, not specified below']",
https://www.globalsecurity.org/military/library/news/2025/10/mil-251016-morocco-mfa02.htm,2025-10-21,"The Minister of Foreign Affairs, African Cooperation, and Moroccan Expatriates, Mr. Nasser Bourita, held talks on Thursday in Moscow with his Russian counterpart, Sergey Lavrov.",DIP,,EGY | MAR | RUS,RUS | EGY | MAR,MO,,,"military,library,news,2025,October",2025-10-21,"The Minister of Foreign Affairs, African Cooperation, and Moroccan Expatriates, Mr. Nasser Bourita, held talks on Thursday in Moscow with his Russian counterpart, Sergey Lavrov.",,17,4.552941176,,,NASSER | SOVEREIGN | MOROCCAN | MOROCCO | RUSSIA,RUSSIA | RUSSIAN | MOSCOW | VLADIMIR PUTIN | NASSER,"['Engage in negotiation', 'Make a visit', 'Meet at a ÒhirdÓlocation', 'Host a visit', 'Halt negotiations']",John Pike
https://tass.com/politics/2033063,2025-10-21,Russia ready to respect Ethiopia’s interests in military-technical cooperation — Lavrov -  Russian Politics & Diplomacy - TASS,SEC,,ETH | RUS,RUS | ETH,ET,,,,2025-10-21,Russia ready to respect Ethiopia’s interests in military-technical cooperation — Lavrov -  Russian Politics & Diplomacy - TASS,"According to the foreign minister, Russia and Ethiopia have good prospects and traditions of cooperation in such areas as public health, culture, and education",6,3.75,TASS,,ETHIOPIA | RUSSIA | RUSSIAN,RUSSIA | ETHIOPIA,"['Engage in diplomatic cooperation, not specified below', 'Yield, not specified below']",
https://leftfootforward.org/2025/10/labour-minister-slams-nigel-farage-for-spouting-kremlin-talking-points-in-commons-takedown/,2025-10-21,Labour minister slams Nigel Farage for spouting 'Kremlin talking points' in Commons takedown - Left Foot Forward: Leading the UK's progressive debate,INFO,,RUS,MUS,MP,,,,2025-10-21,Labour minister slams Nigel Farage for spouting 'Kremlin talking points' in Commons takedown - Left Foot Forward: Leading the UK's progressive debate,I’m surprised that the honourable gentleman has the gall to come here and talk about national security...',4,2.6,Left Foot Forward: Leading the UK's progressive debate,en-GB,RUSSIA,MAURITIUS,"['Make statement, not specified below', 'Praise or endorse', 'Return, release person(s)']",Basit Mahmood
http://www.bgnes.com/no-filter/how-russian-officials-fly-to-europe-under-sanctions,2025-10-21,How Russian officials fly to Europe under sanctions | BGNES,DIP,,RUS,RUS | EUR,EG,,,,2025-10-21,How Russian officials fly to Europe under sanctions | BGNES,Will Putin's plane be allowed to land in Budapest?,4,3.175,"BGNES: Breaking News, Latest News and Videos",bg,RUSSIA | RUSSIAN,RUSSIA | EUROPE,"['Make a visit', 'Host a visit', 'Express intent to meet or negotiate']",
https://icsf.net/newss/morocco-russia-conclude-new-four-year-fisheries-agreement/,2025-10-21,"Morocco, Russia conclude new four-year fisheries agreement - ICSF",ECON,,MAR | RUS,RUS | MAR,MO,,,,2025-10-21,"Morocco, Russia conclude new four-year fisheries agreement - ICSF","Morocco and Russia signed on Friday in Moscow a new cooperation agreement on fisheries, which stands in for the previous agreement, expired on December, 31,",3,-0.6666666667,ICSF,en-US,MOROCCO | RUSSIA | RUSSIAN,RUSSIA | MOROCCO | MOROCCAN,"['Express intent to cooperate, not specified below', 'Assassinate']",
https://www.globalsecurity.org/military/library/news/2025/10/mil-251016-morocco-mfa01.htm,2025-10-21,"Morocco and Russia agree on the fact that international law and principles cannot be interpreted in a way that halts the progress towards a resolution for the Moroccan Sahara issue, said, on Thursday in Moscow, the minister of Foreign Affairs, African Cooperation and Moroccan Expatriates, Mr. Nasser Bourita.",DIP,,MAR | RUS,RUS | MAR,MO,,,"military,library,news,2025,October",2025-10-21,"Morocco and Russia agree on the fact that international law and principles cannot be interpreted in a way that halts the progress towards a resolution for the Moroccan Sahara issue, said, on Thursday in Moscow, the minister of Foreign Affairs, African Cooperation and Moroccan Expatriates, Mr. Nasser Bourita.",,2,4.0,,,MOROCCO | RUSSIA,RUSSIA | MOROCCO,"['Express intent to cooperate, not specified below']",John Pike
https://www.globalsecurity.org/wmd/library/news/russia/2025/10/russia-251014-russia-mfa01.htm,2025-10-21,Press release on the 65th anniversary of diplomatic relations between Russia and Mali,DIP,,RUS,RUS,ML,,,"WMD,library,news,russia,2025,October",2025-10-21,Press release on the 65th anniversary of diplomatic relations between Russia and Mali,,2,2.35,,,INTERIM PRESIDENT | MOSCOW,MOSCOW | INTERIM PRESIDENT,"['Make a visit', 'Host a visit']",John Pike
https://tass.com/politics/2032685,2025-10-21,Russian top diplomat Lavrov to hold talks with Ethiopian counterpart in Moscow -  Russian Politics & Diplomacy - TASS,DIP,,ETH | RUS,RUS | ETH,ET,,,,2025-10-21,Russian top diplomat Lavrov to hold talks with Ethiopian counterpart in Moscow -  Russian Politics & Diplomacy - TASS,"The program of the Ethiopian delegation's visit to Russia provides for the ""time check regarding the entire range of issues on the bilateral agenda,"" Russian Ambassador to Ethiopia Yevgeny Terekhin said",2,7.0,TASS,,ETHIOPIAN | RUSSIAN,RUSSIAN | ETHIOPIAN,['Engage in negotiation'],
http://www.russiaherald.com/news/278648383/russiaethiopia-nuclear-partnership-to-reshape-regional-energy-fm,2025-10-21,RussiaEthiopia nuclear partnership to reshape regional energy  FM,ECON,,RUS,ETH,ET,,,"foreign minister, ababa, timotheos said, first nuclear, ethiopian prime, nuclear, ethiopia, construction, relations",2025-10-21,RussiaEthiopia nuclear partnership to reshape regional energy  FM,"Russian Foreign Minister Sergey Lavrov has held talks with his Ethiopian counterpart, Gedion Timotheos Read Full Article at RT.com",2,7.0,Russia Herald,en,RUSSIAN,ETHIOPIAN,['Engage in negotiation'],
https://tass.com/politics/2033089,2025-10-21,Rosatom to build NPP in Ethiopia based on modern VVER-1200 reactor — Russian ambassador -  Russian Politics & Diplomacy - TASS,ECON,,ETH,RUS,ET,,,,2025-10-21,Rosatom to build NPP in Ethiopia based on modern VVER-1200 reactor — Russian ambassador -  Russian Politics & Diplomacy - TASS,"Evgeniy Terekhin added that cooperation in the field of peaceful nuclear energy could become the ""flagship area of economic and technological partnership"" between Russia and Ethiopia",1,0.0,TASS,,ETHIOPIA,RUSSIAN,"['Make statement, not specified below']",
https://www.globalsecurity.org/wmd/library/news/russia/2025/10/russia-251014-rferl03.htm,2025-10-21,Russia Sidelined In New Middle East After Trump's Israel-Gaza Deal,DIP,,RUS,SYR,EG,,,"WMD,library,news,russia,2025,October",2025-10-21,Russia Sidelined In New Middle East After Trump's Israel-Gaza Deal,,1,0.0,,,RUSSIA,SYRIA,"['Make statement, not specified below']",John Pike
https://www.globalsecurity.org/wmd/library/news/russia/2025/10/russia-251016-russia-mfa01.htm,2025-10-20,"Press release on Foreign Minister Sergey Lavrov's talks with Minister of Foreign Affairs, African Cooperation, and Moroccan Expatriates of the Kingdom of Morocco Nasser Bourita",DIP,,MAR | RUS,RUS | MAR,MO,,,"WMD,library,news,russia,2025,October",2025-10-20,"Press release on Foreign Minister Sergey Lavrov's talks with Minister of Foreign Affairs, African Cooperation, and Moroccan Expatriates of the Kingdom of Morocco Nasser Bourita",,7,4.628571429,,,MINIST OF FOREIGN AFFAIRS | MOROCCO | MOROCCAN | RUSSIA | MOSCOW,SERGEY LAVROV | RUSSIA | MOSCOW | MOROCCO | MOROCCAN,"['Engage in negotiation', 'Make a visit', 'Sign formal agreement', 'Host a visit']",John Pike
https://www.irishmirror.ie/news/irish-news/politics/simon-harris-eu-can-play-36094491,2025-10-20,Simon Harris: EU can play vital role in boosting humanitarian aid for Gaza  - Irish Mirror,DIP,,EUR | ISR | PSE | RUS | UKR,RUS | EUR | UKR,SU,,,"Gaza, Politics, Simon Harris",2025-10-20,Simon Harris: EU can play vital role in boosting humanitarian aid for Gaza  - Irish Mirror,"The Tánaiste will discuss a range of issues at a meeting of EU Foreign Ministers in Luxembourg today, including Russian aggression against Ukraine, the situation in the Middle East, and EU-Indo Pacific relations",6,2.7,Irish Mirror,en,EUROPEAN | ISRAEL | GAZA | RUSSIA | UKRAINE,RUSSIA | EUROPEAN | UKRAINE,"['Make a visit', 'Praise or endorse', 'Host a visit']",Nicola Donnelly
https://www.globalsecurity.org/wmd/library/news/russia/2025/10/russia-251016-russia-mfa03.htm,2025-10-20,"Foreign Minister Sergey Lavrov's remarks at a news conference held jointly with Minister of Foreign Affairs, African Cooperation, and Moroccans Residing Abroad of the Kingdom of Morocco Nasser Bourita, Moscow, October 16, 2025",DIP,,MAR,RUS,MO,,,"WMD,library,news,russia,2025,October",2025-10-20,"Foreign Minister Sergey Lavrov's remarks at a news conference held jointly with Minister of Foreign Affairs, African Cooperation, and Moroccans Residing Abroad of the Kingdom of Morocco Nasser Bourita, Moscow, October 16, 2025",,4,3.7,,,MINIST | MOROCCAN,RUSSIAN,"['Express intent to cooperate, not specified below', 'Praise or endorse']",John Pike
https://www.cnbcafrica.com/2025/mali-suspends-schools-over-fuel-crisis-strikes-deal-with-russia-for-petroleum-products,2025-10-20,"Mali suspends schools over fuel crisis, strikes deal with Russia for petroleum products - CNBC Africa",ECON,,MLI | RUS,RUS | MLI,ML,,,,2025-10-20,"Mali suspends schools over fuel crisis, strikes deal with Russia for petroleum products - CNBC Africa","BAMAKO, Oct 27 (Reuters) – Mali has suspended school and university classes throughout the country for two weeks from Monday due to a fuel shortage, the government said late on Sunday, after al Qaeda-linked insurgents imposed a blockade. Jama’at Nusrat al-Islam wal-Muslimin (JNIM) militants announced a blockade on fuel imports to the landlocked West African country in early September […]",2,2.35,,en,MALI | RUSSIA,RUSSIA | MALI,"['Make a visit', 'Host a visit']",
https://peoplesdailyng.com/russias-soft-power-influence-2/,2025-10-20,Russia’s soft power influence - Peoples Daily Newspaper,INFO,,USA,RUS,UV,,,,2025-10-20,Russia’s soft power influence - Peoples Daily Newspaper,"By Emmanuel Ukaobasi Going back to the days of the cold war, thousands of Africans studied in the Soviet Union and later Russia. They’re now among Russia’s biggest boosters decades later. Those former students, many of whom from West Africa became medical doctors, engineers and business people have become key influencers for Russia as it […]",2,3.5,Peoples Daily Newspaper,en-US,UNITED STATES,RUSSIAN | RUSSIA,"['Engage in diplomatic cooperation, not specified below']",Editor
https://dfwatch.net/russia-receives-first-shipment-of-abkhazian-tangerines-of-the-season-64843/,2025-10-20,Russia gets first shipment of Abkhazia’s tangerine harvest - DFWatch,ECON,,RUS,,MO,,,,2025-10-20,Russia gets first shipment of Abkhazia’s tangerine harvest - DFWatch,"TBILISI, October 20 – Abkhazia has started shipping its new tangerine crop to Russia, marking the opening of this year’s citrus export season…",1,5.0,DFWatch,en-US,RUSSIA,,"['Yield, not specified below']",
https://www.ecofinagency.com/news-agriculture/1910-49663-morocco-russia-sign-new-four-year-atlantic-fisheries-pact,2025-10-20,"Morocco, Russia Sign New Four-Year Atlantic Fisheries Pact - Ecofin Agency",ECON,,MAR,RUS,MO,,,"agreement, russian, russia, fisheries, catch, quotas, moroccan, cooperation",2025-10-20,"Morocco, Russia Sign New Four-Year Atlantic Fisheries Pact - Ecofin Agency","Agreement sets quotas, zones, and ecosystem protection measures
Russia eyes 80,000-ton catch; Morocco earned&nbsp;$1.7B from fish exports",1,8.0,Ecofin Agency,en-gb,MOROCCO,RUSSIA,['Sign formal agreement'],Ecofin Agency
https://tass.com/politics/2032539,2025-10-20,"Ethiopia may host Russia-Africa 2026 summit, Russian Ambassador says -  Russian Politics & Diplomacy - TASS",DIP,,RUS,ETH,ET,,,,2025-10-20,"Ethiopia may host Russia-Africa 2026 summit, Russian Ambassador says -  Russian Politics & Diplomacy - TASS","Ethiopia, where the headquarters of the African Union is located, is rightfully considered the political capital of the continent, Evgeny Teryokhin stressed",1,1.9,TASS,,RUSSIA,ETHIOPIA,['Make a visit'],
https://weeklyblitz.net/2025/10/28/realpolitik-redefined-russias-pragmatic-recalibration-in-the-arab-world/,2025-10-20,Realpolitik redefined: Russia’s pragmatic recalibration in the Arab World - BLiTZ,DIP,,RUS,SYR,EG,,,,2025-10-20,Realpolitik redefined: Russia’s pragmatic recalibration in the Arab World - BLiTZ,"Vladimir Putin’s red-carpet welcome for Syria’s interim President Ahmad Al-Sharaa last week was more than just a diplomatic gesture – it was a stark demonstration of Russia’s new pragmatism in the Middle East. For over a decade, Moscow had been the principal backer of Bashar al-Assad’s brutal regime, providing the Syrian strongman with weapons, money, […]",1,3.4,BLiTZ,en-US,VLADIMIR PUTIN,SYRIA,['Praise or endorse'],Damsana Ranadhiran
http://jewishworldreview.com/1025/savridis101625.php,2025-10-20,"Putin is taking his hybrid warfare to the sea
	
	 - Adm. James Stavridis",SEC,,RUS,,SU,,,,2025-10-20,"Putin is taking his hybrid warfare to the sea
	
	 - Adm. James Stavridis",,1,-2.0,Jewish World Review,,VLADIMIR PUTIN,,"['Disapprove, not specified below']",Jewish World Review
https://www.lemonde.fr/en/france/article/2025/10/20/four-men-charged-in-alleged-plot-to-attack-russian-dissident-in-southern-france_6746584_7.html,2025-10-20,Four men charged in alleged plot to attack a Russian dissident in southern France,SEC,,DZA,RUS,AG,,,,2025-10-20,Four men charged in alleged plot to attack a Russian dissident in southern France,"Vladimir Osechkin leads an NGO specialized in publishing videos that expose abuses, including rape and torture, committed in Russian prisons. Osechkin previously reported an assassination attempt in 2022, and is under police protection.",1,-10.0,Le Monde.fr,en,ALGERIA,RUSSIA,"['Use conventional military force, not specified below']",
https://tass.com/economy/2032557,2025-10-20,Russia ready to send floating power plant to Mauritius — ambassador -  Business & Economy - TASS,ECON,,RUS,MUS,MP,,,,2025-10-20,Russia ready to send floating power plant to Mauritius — ambassador -  Business & Economy - TASS,Irada Zeilanova noted that such a plant will make it possible to provide the island with green energy during the long period of time,1,0.0,TASS,,RUSSIA,MAURITIUS,"['Make statement, not specified below']",
https://www.tbsnews.net/world/moroccos-foreign-minister-meets-russian-counterpart-moscow-boost-strategic-partnership-1264141,2025-10-19,Morocco's foreign minister meets Russian counterpart in Moscow to boost strategic partnership | The Business Standard,DIP,,MAR | RUS,RUS | MAR,MO,,,,2025-10-19,Morocco's foreign minister meets Russian counterpart in Moscow to boost strategic partnership | The Business Standard,"The ministers also discussed regional and international issues of mutual interest, particularly developments in North Africa, the Sahel, and the Middle East, aiming to inject renewed momentum into the strategic partnership",4,1.675,The Business Standard,en,PRESIDENT | MOROCCO | RUSSIA,RUSSIA | RUSSIAN | PRESIDENT | MOROCCO,"['Host a visit', 'Consult, not specified below', 'Make a visit']",
https://medafricatimes.com/42592-morocco-russia-sign-four-year-fisheries-deal.html,2025-10-19,"Morocco, Russia sign four-year fisheries deal – Medafrica Times",ECON,,MAR | RUS,RUS | EGY,MO,,,,2025-10-19,"Morocco, Russia sign four-year fisheries deal – Medafrica Times",,3,4.933333333,,en-US,MOROCCO | RUSSIAN,RUSSIAN | NASSER,"['Praise or endorse', 'Sign formal agreement']",
https://northafricapost.com/91673-new-direct-casablanca-saint-petersburg-flights-to-be-launched-soon.html,2025-10-18,New direct Casablanca-Saint Petersburg flights to be launched soon – The North Africa Post,DIP,,MAR | RUS,RUS | MAR,MO,,,,2025-10-18,New direct Casablanca-Saint Petersburg flights to be launched soon – The North Africa Post,,6,2.0,,en-US,MOROCCO | RUSSIA,RUSSIA | KINGDOM | MOROCCO,"['Express intent to meet or negotiate', 'Accuse, not specified below']",
https://northafricapost.com/91667-sahara-algeria-boycotts-russia-energy-week-amid-growing-tension.html,2025-10-18,Sahara: Algeria boycotts Russia energy week amid growing tension – The North Africa Post,DIP,,MAR | RUS,RUS,AG | MO,,,,2025-10-18,Sahara: Algeria boycotts Russia energy week amid growing tension – The North Africa Post,,5,1.0,,en-US,REPRESENTATIVES | RABAT | MOSCOW | RUSSIA,MOSCOW | RUSSIA | REPRESENTATIVES,"['Consult, not specified below']",
http://www.sierraleonetimes.com/news/278643386/russia-among-top-options-for-sudan-energy-sector-rebuild-minister,2025-10-18,Russia among top options for Sudan energy sector rebuild  minister,ECON,,RUS,SDN,SU,,,"conflict, muatasim, russian energy, ibrahim has, moscow, expertise and, sector, forces, sudanese delegation",2025-10-18,Russia among top options for Sudan energy sector rebuild  minister,Sudan’s energy minister has said Russia is a top choice to help restore the country’s damaged oil and electricity infrastructure Read Full Ar,3,0.0,Sierra Leone Times,en,MOSCOW,SUDAN,"['Make statement, not specified below']",
https://www.pbs.org/newshour/world/putin-expected-to-meet-trump-in-hungary-despite-icc-arrest-warrant-for-russias-president,2025-10-18,Putin expected to meet Trump in Hungary despite ICC arrest warrant for Russia’s president | PBS News,DIP,,RUS,HUN,NG,,,,2025-10-18,Putin expected to meet Trump in Hungary despite ICC arrest warrant for Russia’s president | PBS News,Vladimir Putin is expected to travel to Hungary soon for talks with U.S. President Donald Trump on ending the war in Ukraine — despite the Russian leader facing an International Criminal Court arrest warrant.,1,4.0,PBS News,en-us,RUSSIA,HUNGARY,['Express intent to meet or negotiate'],
https://www.moroccoworldnews.com/2025/10/264027/morocco-russia-sign-new-maritime-fisheries-agreement/,2025-10-17,"Morocco, Russia Sign New Maritime Fisheries Agreement",ECON,,MAR | RUS,RUS | MAR,MO,,,,2025-10-17,"Morocco, Russia Sign New Maritime Fisheries Agreement","Morocco and Russia announced the signing of a new maritime fisheries cooperation agreement, in replacement of the expired one",10,6.24,Morocco World News,en-US,MOROCCO | MOROCCAN | RUSSIA,RUSSIA | RUSSIAN | MOROCCO | MOROCCAN,"['Appeal for diplomatic cooperation, such as policy support', 'Express intent to cooperate, not specified below', 'Sign formal agreement']",Safaa Kasraoui
https://tass.com/economy/2031637,2025-10-17,Russia-Morocco trade turnover rises by around 30% in first half of 2025 -  Business & Economy - TASS,ECON,,MAR | RUS,RUS | MAR,MO,,,,2025-10-17,Russia-Morocco trade turnover rises by around 30% in first half of 2025 -  Business & Economy - TASS,"It was noted that Russia is interested in expanding supplies in the fields of industry, agriculture, transport, energy, and mineral resource development",7,5.428571429,TASS,,DEPUTY PRIME MINISTER | MOROCCAN | RUSSIAN | RUSSIA,RUSSIA | RUSSIAN | MOROCCAN,"['Express intent to cooperate, not specified below', 'Sign formal agreement', 'Consult, not specified below']",
https://www.moroccoworldnews.com/2025/10/264024/morocco-russia-pledge-to-solidify-partnership-as-they-mark-10-years-of-strategic-ties/,2025-10-17,"Morocco, Russia Pledge to Solidify Partnership as They Mark 10 Years of Strategic Ties Morocco, Russia Pledge to Solidify Partnership as They Mark 10 Years of Strategic Ties",DIP,,MAR | RUS,RUS | MAR,MO,,,,2025-10-17,"Morocco, Russia Pledge to Solidify Partnership as They Mark 10 Years of Strategic Ties Morocco, Russia Pledge to Solidify Partnership as They Mark 10 Years of Strategic Ties","Morocco and Russia reaffirmed their strong ties and commitment to boosting cooperation during the 8th session of the Moroccan-Russian Joint Governmental Committee, held on Friday in Moscow.",6,0.2833333333,Morocco World News,en-US,MOROCCO | WESTERN SAHARA | RUSSIA | MOSCOW,RUSSIA | WESTERN SAHARA | MOROCCO,"['Engage in symbolic act', 'Consult, not specified below', 'Engage in diplomatic cooperation, not specified below', 'Praise or endorse', 'Demonstrate military or police power, not specified below']",Sara Zouiten
https://northafricapost.com/91646-morocco-russia-sign-new-fisheries-agreement.html,2025-10-17,"Morocco, Russia conclude new four-year fisheries agreement – The North Africa Post",ECON,,MAR | RUS,RUS | MAR,MO,,,,2025-10-17,"Morocco, Russia conclude new four-year fisheries agreement – The North Africa Post",,3,-0.6666666667,,en-US,MOROCCO | RUSSIA | RUSSIAN,RUSSIA | MOROCCO | MOROCCAN,"['Express intent to cooperate, not specified below', 'Assassinate']",
https://northafricapost.com/91642-russia-lauds-role-of-king-mohammed-vi-chairman-of-al-quds-committee-to-peacefully-resolve-palestinian-issue.html,2025-10-17,"Russia lauds role of King Mohammed VI, Chairman of Al-Quds Committee, to peacefully resolve Palestinian issue – The North Africa Post",DIP,,MAR | RUS,RUS | MAR,MO,,,,2025-10-17,"Russia lauds role of King Mohammed VI, Chairman of Al-Quds Committee, to peacefully resolve Palestinian issue – The North Africa Post",,2,1.0,,en-US,MOROCCO | MOSCOW,MOSCOW | MOROCCO,"['Consult, not specified below']",
https://thehill.com/opinion/international/5558495-russias-shortage-of-workers-is-so-severe-that-it-is-luring-foreigners-into-sweatshops/,2025-10-17,Russia’s shortage of workers is so severe that it is luring foreigners into sweatshops,ECON,,CAF,RUS,CT,,,,2025-10-17,Russia’s shortage of workers is so severe that it is luring foreigners into sweatshops,"Russia is in a desperate labor bind, and it's trying to solve the problem by exploiting workers from the Global South.",2,1.9,The Hill,en-US,BANGUI | CENTRAL AFRICAN REPUBLIC,RUSSIA,['Make a visit'],
https://www.yahoo.com/news/articles/putin-expected-meet-trump-hungary-102134537.html,2025-10-17,Putin is expected to meet Trump in Hungary despite ICC arrest warrant for the Russian president,DIP,,RUS,HUN,NG,,,"Vladimir Putin, Donald Trump, International Criminal Court, Karim Khan, arrest warrant, Hungary, crimes against humanity, war in Ukraine, Benjamin Netanyahu",2025-10-17,Putin is expected to meet Trump in Hungary despite ICC arrest warrant for the Russian president,"Vladimir Putin is expected to travel to Hungary soon for talks with U.S. President Donald Trump on ending the war in Ukraine — despite the Russian leader facing an International Criminal Court arrest warrant.  Putin is wanted by the court on a warrant dating back to March 2023 for alleged involvement in the abduction of children from Ukraine during the conflict triggered by Moscow’s invasion of its neighbor.  The court, headquartered in The Hague, Netherlands, relies on other countries to arrest suspects.",1,4.0,Yahoo News,en-US,RUSSIAN,HUNGARY,['Express intent to meet or negotiate'],
